entity_key,entity_name,entity_type,speech_count,avg_sentiment,std_sentiment,min_sentiment,max_sentiment,sentiment_range,volatility,avg_anger,avg_fear,avg_joy,avg_sadness,avg_surprise,avg_disgust,avg_trust,avg_anticipation,dominant_emotion,dominant_emotion_score,avg_anaphora_total,avg_contrast_markers,avg_repetition_density,avg_alliteration_count,avg_superlative_count,avg_question_count,avg_exclamation_count,rhetorical_intensity
ORG:the U. S.,the U. S.,ORG,1,0.9999,0.0,0.9999,0.9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,8.0,71.0,0.2575991756826378,405.0,21.0,36.0,0.0,77.32251416795465
ORG:the Supreme Court,the Supreme Court,ORG,11,0.9999454545454547,6.555547773570167e-05,0.9998,1.0,0.00019999999999997797,6.555547773570167e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,12.272727272727273,118.0909090909091,0.2721330469999612,674.4545454545455,35.45454545454545,72.0,0.0,130.36355147424678
ORG:the European Union,the European Union,ORG,13,0.9998846153846154,0.00017473564140921993,0.9995,1.0,0.0004999999999999449,0.00017473564140921993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,9.153846153846153,87.84615384615384,0.3241923841446584,511.15384615384613,26.846153846153847,55.53846153846154,0.0,98.69466484608658
GPE:Ukraine,Ukraine,GPE,33,0.9381787878787878,0.3426311301797134,-0.9997,1.0,1.9997,0.3426311301797134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,8.666666666666666,91.24242424242425,0.348340166811667,497.57575757575756,24.03030303030303,60.484848484848484,0.2727272727272727,97.51729534850556
GPE:Israel,Israel,GPE,28,0.9268857142857144,0.37083635851399244,-0.9997,1.0,1.9997,0.37083635851399244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,7.928571428571429,85.85714285714286,0.37569023736953105,478.5357142857143,22.75,55.964285714285715,0.03571428571428571,93.06387411554259
GPE:Egypt,Egypt,GPE,12,0.8332750000000001,0.552662774099179,-0.9997,1.0,1.9997,0.552662774099179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,7.75,76.41666666666667,0.3662495221136079,413.4166666666667,20.083333333333332,44.416666666666664,0.08333333333333333,80.36184516982576
GPE:The Hague,The Hague,GPE,2,0.99995,4.999999999999449e-05,0.9999,1.0,9.999999999998899e-05,4.999999999999449e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,6.5,58.0,0.4522148530418364,317.5,18.0,42.5,0.0,63.27888783614883
GPE:US,US,GPE,32,0.9374312499999999,0.3479190669515505,-0.9997,1.0,1.9997,0.3479190669515505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,8.9375,89.21875,0.3161251928191437,492.34375,23.0,59.8125,0.28125,96.27283931325988
GPE:Malaysia,Malaysia,GPE,3,0.9997666666666666,0.0001885618083163919,0.9995,0.9999,0.00039999999999995595,0.0001885618083163919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,6.666666666666667,68.66666666666667,0.36493102536677885,409.3333333333333,20.666666666666668,39.333333333333336,0.0,77.86165681314763
GPE:South Korea,South Korea,GPE,10,0.9999,0.0001483239697418969,0.9995,1.0,0.0004999999999999449,0.0001483239697418969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,10.3,104.8,0.2165312348032324,603.7,28.9,66.0,0.0,116.27379017640047
GPE:Japan,Japan,GPE,16,0.9999,0.0001658312395177517,0.9995,1.0,0.0004999999999999449,0.0001658312395177517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,10.0625,100.6875,0.24023320547268567,549.4375,27.8125,61.4375,0.0625,107.10574760078181
GPE:China,China,GPE,28,0.9998607142857143,0.00035590858147471933,0.9981,1.0,0.0019000000000000128,0.00035590858147471933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,8.821428571428571,95.10714285714286,0.3318590495594441,507.7857142857143,27.0,59.07142857142857,0.03571428571428571,99.73618394585544
GPE:Washington,Washington,GPE,19,0.9979894736842105,0.008318583807662034,0.9627,1.0,0.0373,0.008318583807662034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,11.368421052631579,105.36842105263158,0.3247672616182647,583.7894736842105,30.0,60.63157894736842,0.05263157894736842,113.07647051105825
GPE:Russia,Russia,GPE,36,0.9432722222222222,0.32847909844811124,-0.9997,1.0,1.9997,0.32847909844811124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,8.222222222222221,86.75,0.3745972479602262,473.94444444444446,23.13888888888889,58.02777777777778,0.25,92.95827579732767
GPE:Pakistan,Pakistan,GPE,25,0.9984479999999999,0.00729778706184279,0.9627,1.0,0.0373,0.00729778706184279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,9.8,97.72,0.3731267980521735,518.8,26.12,58.32,0.36,101.64187525686461
GPE:India,India,GPE,27,0.9985481481481481,0.007031219817798352,0.9627,1.0,0.0373,0.007031219817798352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,9.148148148148149,92.5925925925926,0.3656138642537891,487.3703703703704,26.37037037037037,58.03703703703704,0.2962962962962963,96.31148981129552
GPE:Azerbaijan,Azerbaijan,GPE,9,0.9999,0.00014907119849996955,0.9995,1.0,0.0004999999999999449,0.00014907119849996955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,14.11111111111111,110.33333333333333,0.3707255065093161,623.1111111111111,38.0,50.666666666666664,0.0,119.51327824696163
GPE:Armenia,Armenia,GPE,9,0.9999,0.00014907119849996955,0.9995,1.0,0.0004999999999999449,0.00014907119849996955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,11.444444444444445,96.0,0.3838731280105435,550.2222222222222,31.11111111111111,52.111111111111114,0.0,105.89610885955706
GPE:the United States,the United States,GPE,38,0.9462763157894739,0.3199719941973627,-0.9997,1.0,1.9997,0.3199719941973627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,8.631578947368421,85.57894736842105,0.38368910587822946,474.0263157894737,23.31578947368421,55.81578947368421,0.23684210526315788,92.56985032339612
GPE:Canada,Canada,GPE,14,0.9997928571428571,0.000493477869983317,0.9981,1.0,0.0019000000000000128,0.000493477869983317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,12.5,102.0,0.3531261605348322,572.2142857142857,32.142857142857146,57.07142857142857,0.0,110.8973853698723
GPE:the U. S,the U. S,GPE,2,0.99995,4.999999999999449e-05,0.9999,1.0,9.999999999998899e-05,4.999999999999449e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,0.0,9.5,89.0,0.1758894352702132,500.5,19.5,71.0,0.0,98.52512706218145
